Game;Test Name;Duration (ms);Passed;Failure Message;Type;;;;Total Tests;Success Rate;Mean Execution Time
"Kiz Tavlasi";"eachPieceReferenceNotDuplicated";24;false;"The game does not have any piece declared as Each";Static;;;;;;
"Kiz Tavlasi";"pieceDeclaredAsEach";58;true;;Static;;;;;;
"Kiz Tavlasi";"pieceDeclaredAsShared";21;false;"The game does not have any piece declared as Shared";Static;;;;;;
"Kiz Tavlasi";"pieceDeclaredAsNeutral";29;true;;Static;;;;;;
"Kiz Tavlasi";"AllPlayerDeclared";23;true;;Static;;;;;;
"Kiz Tavlasi";"equalNumberOfPiecesOnTheBoard";23;true;;Static;;;;;;
"Kiz Tavlasi";"sizeOfTrack";20;false;"The owner 0 does not have a track";Static;;;;;;
"Knossos Game";"lineLessOrEqualThanBoardSide";90;false;"Line concept is not present";Static;;;;;;
"Knossos Game";"eachPieceReferenceNotDuplicated";89;false;"The game does not have any piece declared as Each";Static;;;;;;
"Knossos Game";"pieceDeclaredAsEach";118;false;"Ludeme Each for a Piece requires at least one definition of PieceN, with N > 0";Static;;;;;;
"Knossos Game";"pieceDeclaredAsShared";92;false;"The game does not have any piece declared as Shared";Static;;;;;;
"Knossos Game";"pieceDeclaredAsNeutral";82;true;;Static;;;;;;
"Knossos Game";"AllPlayerDeclared";85;true;;Static;;;;;;
"Knossos Game";"equalNumberOfPiecesOnTheBoard";83;true;;Static;;;;;;
"Knossos Game";"sizeOfTrack";83;false;"The length of the track is 5";Static;;;;;;
"Kolica Atarakua";"lineLessOrEqualThanBoardSide";53;false;"Line concept is not present";Static;;;;;;
"Kolica Atarakua";"eachPieceReferenceNotDuplicated";45;false;"The game does not have any piece declared as Each";Static;;;;;;
"Kolica Atarakua";"pieceDeclaredAsEach";84;true;;Static;;;;;;
"Kolica Atarakua";"pieceDeclaredAsShared";49;false;"The game does not have any piece declared as Shared";Static;;;;;;
"Kolica Atarakua";"pieceDeclaredAsNeutral";37;true;;Static;;;;;;
"Kolica Atarakua";"AllPlayerDeclared";39;true;;Static;;;;;;
"Kolica Atarakua";"equalNumberOfPiecesOnTheBoard";49;true;;Static;;;;;;
"Kolica Atarakua";"sizeOfTrack";43;false;"The owner 0 does not have a track";Static;;;;;;
"Kotra";"lineLessOrEqualThanBoardSide";27;false;"Line concept is not present";Static;;;;;;
"Kotra";"eachPieceReferenceNotDuplicated";26;false;"The game does not have any piece declared as Each";Static;;;;;;
"Kotra";"pieceDeclaredAsEach";60;true;;Static;;;;;;
"Kotra";"pieceDeclaredAsShared";25;false;"The game does not have any piece declared as Shared";Static;;;;;;
"Kotra";"pieceDeclaredAsNeutral";26;true;;Static;;;;;;
"Kotra";"AllPlayerDeclared";25;true;;Static;;;;;;
"Kotra";"equalNumberOfPiecesOnTheBoard";26;true;;Static;;;;;;
"Kotra";"sizeOfTrack";26;false;"The owner 0 does not have a track";Static;;;;;;
"Lange Puff";"lineLessOrEqualThanBoardSide";37;false;"Line concept is not present";Static;;;;;;
"Lange Puff";"eachPieceReferenceNotDuplicated";34;false;"The game does not have any piece declared as Each";Static;;;;;;
"Lange Puff";"pieceDeclaredAsEach";67;true;;Static;;;;;;
"Lange Puff";"pieceDeclaredAsShared";36;false;"The game does not have any piece declared as Shared";Static;;;;;;
